rn,tahun,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,jenis_disabilitas,jenis_kelamin,jumlah,periode_data
208,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Rungu/Wicara,Laki-laki,1,2015
209,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Mental/Jiwa,Laki-laki,2,2015
210,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Fisik dan Mental,Laki-laki,1,2015
211,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Cacat Lainnya,Laki-laki,2,2015
212,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Cacat Fisik,Laki-laki,0,2015
213,2015,DKI Jakarta,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Cacat Mental/Jiwa,Laki-laki,1,2015
214,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Cacat Fisik dan Mental,Laki-laki,0,2015
215,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Cacat Lainnya,Laki-laki,2,2015
216,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Cacat Fisik,Laki-laki,1,2015
217,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Cacat Netra/Buta,Laki-laki,1,2015
218,2015,DKI Jakarta,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Cacat Mental/Jiwa,Laki-laki,2,2015
219,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Cacat Netra/Buta,Laki-laki,2,2015
220,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Cacat Rungu/Wicara,Laki-laki,10,2015
221,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Cacat Mental/Jiwa,Laki-laki,1,2015
222,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Fisik,Laki-laki,1,2015
223,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Netra/Buta,Laki-laki,4,2015
224,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Rungu/Wicara,Laki-laki,5,2015
225,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Mental/Jiwa,Laki-laki,2,2015
226,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Fisik dan Mental,Laki-laki,1,2015
227,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Cacat Lainnya,Laki-laki,1,2015
228,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Fisik,Laki-laki,1,2015
229,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Netra/Buta,Laki-laki,3,2015
230,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Rungu/Wicara,Laki-laki,1,2015
231,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Mental/Jiwa,Laki-laki,2,2015
232,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Fisik dan Mental,Laki-laki,1,2015
233,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Cacat Lainnya,Laki-laki,0,2015
234,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Fisik,Laki-laki,0,2015
235,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Netra/Buta,Laki-laki,2,2015
236,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Rungu/Wicara,Laki-laki,2,2015
237,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Mental/Jiwa,Laki-laki,1,2015
238,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Cacat Lainnya,Laki-laki,3,2015
239,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,Cacat Netra/Buta,Laki-laki,0,2015
240,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,Cacat Rungu/Wicara,Laki-laki,0,2015
241,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,Cacat Mental/Jiwa,Laki-laki,1,2015
242,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,JOGLO,Cacat Lainnya,Laki-laki,1,2015
243,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Cacat Fisik,Laki-laki,0,2015
244,2015,DKI Jakarta,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Cacat Lainnya,Laki-laki,0,2015
245,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Cacat Mental/Jiwa,Laki-laki,1,2015
246,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Cacat Fisik dan Mental,Laki-laki,1,2015
247,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET TIMUR,Cacat Lainnya,Laki-laki,1,2015
248,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Cacat Mental/Jiwa,Laki-laki,1,2015
249,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,TEBET BARAT,Cacat Lainnya,Laki-laki,3,2015
250,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cacat Fisik,Laki-laki,3,2015
251,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cacat Netra/Buta,Laki-laki,3,2015
252,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cacat Rungu/Wicara,Laki-laki,4,2015
253,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cacat Mental/Jiwa,Laki-laki,9,2015
254,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cacat Fisik dan Mental,Laki-laki,0,2015
255,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,MENTENG DALAM,Cacat Lainnya,Laki-laki,1,2015
256,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Cacat Fisik,Laki-laki,3,2015
257,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Cacat Netra/Buta,Laki-laki,0,2015
258,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,KEBON BARU,Cacat Rungu/Wicara,Laki-laki,1,2015
259,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Cacat Rungu/Wicara,Laki-laki,1,2015
260,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,BUKIT DURI,Cacat Mental/Jiwa,Laki-laki,0,2015
261,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Cacat Fisik,Laki-laki,1,2015
262,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Cacat Mental/Jiwa,Laki-laki,0,2015
263,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Cacat Fisik dan Mental,Laki-laki,1,2015
264,2015,DKI Jakarta,JAKARTA SELATAN,TEBET,MANGGARAI,Cacat Lainnya,Laki-laki,1,2015
265,2015,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Cacat Mental/Jiwa,Laki-laki,0,2015
266,2015,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Cacat Lainnya,Laki-laki,0,2015
267,2015,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Cacat Fisik,Laki-laki,3,2015
268,2015,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Cacat Rungu/Wicara,Laki-laki,1,2015
269,2015,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,KARET,Cacat Fisik,Laki-laki,1,2015
270,2015,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Cacat Rungu/Wicara,Laki-laki,1,2015
271,2015,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Cacat Mental/Jiwa,Laki-laki,2,2015
272,2015,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Cacat Fisik dan Mental,Laki-laki,1,2015
273,2015,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Cacat Lainnya,Laki-laki,0,2015
274,2015,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Cacat Fisik,Laki-laki,1,2015
275,2015,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Cacat Netra/Buta,Laki-laki,0,2015
276,2015,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Cacat Rungu/Wicara,Laki-laki,1,2015
277,2015,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Cacat Lainnya,Laki-laki,1,2015
278,2015,DKI Jakarta,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Cacat Mental/Jiwa,Laki-laki,0,2015
279,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Cacat Fisik,Laki-laki,5,2015
280,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Cacat Rungu/Wicara,Laki-laki,1,2015
281,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Cacat Mental/Jiwa,Laki-laki,4,2015
282,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Cacat Netra/Buta,Laki-laki,1,2015
283,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Cacat Rungu/Wicara,Laki-laki,0,2015
284,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Cacat Mental/Jiwa,Laki-laki,2,2015
285,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Cacat Fisik,Laki-laki,1,2015
286,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Cacat Rungu/Wicara,Laki-laki,1,2015
287,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Cacat Mental/Jiwa,Laki-laki,5,2015
288,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Cacat Fisik dan Mental,Laki-laki,1,2015
289,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Cacat Fisik,Laki-laki,0,2015
290,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Cacat Netra/Buta,Laki-laki,2,2015
291,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Cacat Mental/Jiwa,Laki-laki,0,2015
292,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Cacat Lainnya,Laki-laki,0,2015
293,2015,DKI Jakarta,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Cacat Lainnya,Laki-laki,2,2015
294,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Cacat Fisik,Laki-laki,3,2015
295,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Cacat Mental/Jiwa,Laki-laki,1,2015
296,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Cacat Fisik,Laki-laki,3,2015
297,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Cacat Rungu/Wicara,Laki-laki,0,2015
298,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Cacat Mental/Jiwa,Laki-laki,1,2015
299,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Cacat Fisik dan Mental,Laki-laki,1,2015
300,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Cacat Lainnya,Laki-laki,1,2015
301,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Cacat Mental/Jiwa,Laki-laki,0,2015
302,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Cacat Lainnya,Laki-laki,1,2015
303,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Cacat Fisik,Laki-laki,3,2015
304,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Cacat Netra/Buta,Laki-laki,2,2015
305,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Cacat Lainnya,Laki-laki,1,2015
306,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Cacat Fisik,Laki-laki,17,2015
307,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Cacat Netra/Buta,Laki-laki,4,2015
308,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Cacat Rungu/Wicara,Laki-laki,1,2015
309,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Cacat Mental/Jiwa,Laki-laki,0,2015
310,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Cacat Fisik,Laki-laki,1,2015
311,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Cacat Mental/Jiwa,Laki-laki,0,2015
312,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Cacat Fisik,Laki-laki,1,2015
313,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Cacat Rungu/Wicara,Laki-laki,1,2015
314,2015,DKI Jakarta,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Cacat Lainnya,Laki-laki,0,2015
315,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Cacat Rungu/Wicara,Laki-laki,0,2015
316,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Cacat Lainnya,Laki-laki,1,2015
317,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Cacat Rungu/Wicara,Laki-laki,1,2015
318,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Cacat Mental/Jiwa,Laki-laki,1,2015
319,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Cacat Lainnya,Laki-laki,1,2015
320,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Cacat Fisik,Laki-laki,9,2015
321,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Cacat Netra/Buta,Laki-laki,1,2015
322,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Cacat Lainnya,Laki-laki,0,2015
323,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Cacat Fisik,Laki-laki,1,2015
324,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Cacat Rungu/Wicara,Laki-laki,0,2015
325,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Cacat Fisik,Laki-laki,1,2015
326,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Cacat Lainnya,Laki-laki,1,2015
327,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Cacat Fisik,Laki-laki,1,2015
328,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Cacat Rungu/Wicara,Laki-laki,0,2015
329,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Cacat Mental/Jiwa,Laki-laki,4,2015
330,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Cacat Lainnya,Laki-laki,2,2015
331,2015,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Cacat Lainnya,Laki-laki,1,2015
332,2015,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Cacat Mental/Jiwa,Laki-laki,1,2015
333,2015,DKI Jakarta,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Cacat Lainnya,Laki-laki,1,2015
334,2015,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Cacat Fisik,Laki-laki,2,2015
335,2015,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Cacat Netra/Buta,Laki-laki,1,2015
336,2015,DKI Jakarta,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Cacat Mental/Jiwa,Laki-laki,0,2015
337,2015,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Cacat Fisik,Laki-laki,0,2015
338,2015,DKI Jakarta,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Cacat Netra/Buta,Laki-laki,0,2015
339,2015,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cacat Fisik,Laki-laki,0,2015
340,2015,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cacat Netra/Buta,Laki-laki,1,2015
341,2015,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cacat Rungu/Wicara,Laki-laki,1,2015
342,2015,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cacat Fisik dan Mental,Laki-laki,1,2015
343,2015,DKI Jakarta,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Cacat Lainnya,Laki-laki,1,2015
344,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Cacat Fisik,Laki-laki,1,2015
345,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Cacat Mental/Jiwa,Laki-laki,1,2015
346,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Cacat Lainnya,Laki-laki,0,2015
347,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Cacat Fisik,Laki-laki,2,2015
348,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Cacat Netra/Buta,Laki-laki,0,2015
349,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Cacat Rungu/Wicara,Laki-laki,0,2015
350,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Cacat Mental/Jiwa,Laki-laki,1,2015
351,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Cacat Fisik,Laki-laki,2,2015
352,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Cacat Mental/Jiwa,Laki-laki,0,2015
353,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Cacat Fisik dan Mental,Laki-laki,1,2015
354,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Cacat Lainnya,Laki-laki,1,2015
355,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Cacat Mental/Jiwa,Laki-laki,0,2015
356,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Cacat Lainnya,Laki-laki,3,2015
357,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Cacat Lainnya,Laki-laki,0,2015
358,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Cacat Mental/Jiwa,Laki-laki,0,2015
359,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Cacat Fisik,Laki-laki,1,2015
360,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Cacat Rungu/Wicara,Laki-laki,0,2015
361,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Cacat Mental/Jiwa,Laki-laki,1,2015
362,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Cacat Fisik dan Mental,Laki-laki,0,2015
363,2015,DKI Jakarta,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Cacat Lainnya,Laki-laki,1,2015
364,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PANCORAN,Cacat Lainnya,Laki-laki,1,2015
365,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Fisik,Laki-laki,3,2015
366,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Netra/Buta,Laki-laki,1,2015
367,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Rungu/Wicara,Laki-laki,1,2015
368,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Mental/Jiwa,Laki-laki,1,2015
369,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Fisik dan Mental,Laki-laki,1,2015
370,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,KALIBATA,Cacat Lainnya,Laki-laki,1,2015
371,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWA JATI,Cacat Fisik,Laki-laki,1,2015
372,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWA JATI,Cacat Mental/Jiwa,Laki-laki,3,2015
373,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWA JATI,Cacat Fisik dan Mental,Laki-laki,1,2015
374,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,RAWA JATI,Cacat Lainnya,Laki-laki,5,2015
375,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Cacat Fisik,Laki-laki,0,2015
376,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Cacat Netra/Buta,Laki-laki,1,2015
377,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Cacat Rungu/Wicara,Laki-laki,0,2015
378,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Cacat Mental/Jiwa,Laki-laki,1,2015
379,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Cacat Fisik,Laki-laki,2,2015
380,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Cacat Netra/Buta,Laki-laki,1,2015
381,2015,DKI Jakarta,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Cacat Rungu/Wicara,Laki-laki,1,2015
382,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Cacat Netra/Buta,Laki-laki,2,2015
383,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Cacat Rungu/Wicara,Laki-laki,9,2015
384,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Cacat Mental/Jiwa,Laki-laki,3,2015
385,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Cacat Fisik dan Mental,Laki-laki,0,2015
386,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,Cacat Lainnya,Laki-laki,7,2015
387,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Cacat Fisik,Laki-laki,7,2015
388,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Cacat Mental/Jiwa,Laki-laki,1,2015
389,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Cacat Fisik dan Mental,Laki-laki,1,2015
390,2015,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Cacat Lainnya,Laki-laki,1,2015
391,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Fisik,Laki-laki,2,2015
392,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Rungu/Wicara,Laki-laki,1,2015
393,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Mental/Jiwa,Laki-laki,2,2015
394,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Fisik dan Mental,Laki-laki,1,2015
395,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Cacat Lainnya,Laki-laki,1,2015
396,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Cacat Fisik,Laki-laki,0,2015
397,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Cacat Lainnya,Laki-laki,0,2015
398,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Fisik,Laki-laki,5,2015
399,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Netra/Buta,Laki-laki,0,2015
400,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Rungu/Wicara,Laki-laki,3,2015
401,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Mental/Jiwa,Laki-laki,6,2015
402,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Cacat Lainnya,Laki-laki,6,2015
403,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Fisik,Laki-laki,0,2015
404,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Rungu/Wicara,Laki-laki,0,2015
405,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Mental/Jiwa,Laki-laki,2,2015
406,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Fisik dan Mental,Laki-laki,0,2015
407,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Cacat Lainnya,Laki-laki,4,2015
408,2015,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Cacat Fisik,Laki-laki,2,2015
